topic,sentence_predicted,label
We have to produce high quality generic drugs for Africa,that this would lead to a lot of people with no experience in government running the cities.,neutral
We have to produce high quality generic drugs for Africa,that the Iraq War was not worth the cost.,neutral
We should allow death penalty for the worst of the worst criminals,that it is not a legitimate form of death.,neutral
We should allow death penalty for the worst of the worst criminals,that it can help prevent wars and protect people,neutral
We should allow death penalty for the worst of the worst criminals,that genetics can't be controlled and that it might lead to bills that outlaw genetic engineering.,neutral
We should allow death penalty for the worst of the worst criminals,that Governments have a right to protect their citizens.,neutral
Abolish the monarchy.,that the Falklands should belong to Argentina,neutral
Abolish the monarchy.,they should,neutral
Abolish the monarchy.,that Governments should do what they can to help reduce the gap between their richest and poorest citizens.,neutral
Abolish the monarchy.,that the Geneva Conventions do not apply to terrorists,neutral
Books should have content warnings,universities should be more like China,neutral
Books should have content warnings,that medical professionals from poorer countries are more talented and can provide better care than their counterparts in affluent countries,neutral
Books should have content warnings,that teachers should not need tenure because they are consistently putting in the same amount of work regardless of the quality of their work.,neutral
Books should have content warnings,it is cruel and inhumane,neutral
Wind farms are a good solution to the energy crisis,this will lead to better co-operation between the member states,neutral
Wind farms are a good solution to the energy crisis,that it will result in job loss.,neutral
Wind farms are a good solution to the energy crisis,that it could result in more death and injury.,neutral
Wind farms are a good solution to the energy crisis,it would be too expensive,neutral
Eliminate All Nuclear Weapons,that Poverty is a result of laziness and a lack of self-discipline; poverty should not be an excuse for people to not try and improve their lives.,neutral
Eliminate All Nuclear Weapons,it is fair,neutral
Eliminate All Nuclear Weapons,that the punishment should fit the crime. He believes that the punishment should be severe and that it should be a life-time penalty.,neutral
Eliminate All Nuclear Weapons,that Governments need to spend money in order to stimulate the economy and create jobs,neutral
Sanctuary cities are beneficial,they will stimulate the economy,neutral
Sanctuary cities are beneficial,it is morally wrong.,neutral
Sanctuary cities are beneficial,that they are a hindrance to healthy eating.,neutral
Sanctuary cities are beneficial,the UK will leave the EU,neutral
Job applicants should have to disclose their spent criminal convictions,it would help reduce gridlock and make government more efficient.,neutral
Job applicants should have to disclose their spent criminal convictions,that the EU is not representative of the world's largest democracies.,neutral
Job applicants should have to disclose their spent criminal convictions,that it will not achieve the desired outcome.,neutral
Job applicants should have to disclose their spent criminal convictions,it is not effective,neutral
Parents or other adults should be able to ban books from schools and libraries.,"it is important for people to have easy access to public transport. He also believes that public transport should be free for the majority of people because it is a basic right, and it is cheaper and more efficient than driving.",neutral
Parents or other adults should be able to ban books from schools and libraries.,that it is unjustified,neutral
Parents or other adults should be able to ban books from schools and libraries.,that it will be a hardship on people and will not be effective in reducing obesity.,neutral
Parents or other adults should be able to ban books from schools and libraries.,it would be a good idea,neutral
Students should have to wear school uniforms,it should be accessible to all women in need.,neutral
Students should have to wear school uniforms,they would be good members and they share similar values,neutral
Students should have to wear school uniforms,it's inhumane,neutral
Students should have to wear school uniforms,"that every person is innocent until proven guilty, and also understands that prisoners have rights.",neutral
Forced marriage should be banned,it is not effective,neutral
Forced marriage should be banned,it is important for the United States to uphold its humanitarian values,neutral
Forced marriage should be banned,people should be able to express themselves through the arts.,neutral
Forced marriage should be banned,that it is foolish.,neutral
Long term cooperation between Russia and the United States is possible.,it is a religious symbol,neutral
Long term cooperation between Russia and the United States is possible.,it would be more of a hassle to drive there,neutral
Long term cooperation between Russia and the United States is possible.,that,neutral
Long term cooperation between Russia and the United States is possible.,they are political prisoners,neutral
Leaving the EU would increase British security,Wikipedia is unreliable,neutral
Leaving the EU would increase British security,it is better to allow people to trade with other countries than to have to provide aid.,neutral
Leaving the EU would increase British security,"that the United States should not be the only country that has a say in foreign policy. He thinks that the EU has a better track record than the United States, and that it should be more involved in the world.",neutral
Leaving the EU would increase British security,that IP laws should not be used to restrict freedom of expression.,neutral
The Minimum Driving Age Should Be Raised to 18,that speech should not be restricted.,neutral
The Minimum Driving Age Should Be Raised to 18,the war was necessary to prevent further terrorist attacks.,neutral
The Minimum Driving Age Should Be Raised to 18,that it should be limited because it can also be used for bad things.,neutral
The Minimum Driving Age Should Be Raised to 18,that the political union is causing more problems than it is solving.,neutral
The use of mobile phones has lowered active social life and has become an addiction,"that these firms have a clear advantage in terms of speed, efficiency and firepower.",neutral
The use of mobile phones has lowered active social life and has become an addiction,they're not being assertive enough,neutral
The use of mobile phones has lowered active social life and has become an addiction,that the media is purposely not reporting on certain events in a way that provides the public with accurate information.,neutral
The use of mobile phones has lowered active social life and has become an addiction,the EU has made both Switzerland and Norway prosper.,neutral
We should support the creation of a Free Trade Area of the Americas,"that Scotland would be better off in the EU, while the majority of Scots believe that they would be better off outside the EU.",neutral
We should support the creation of a Free Trade Area of the Americas,that the police should not have weapons because they are mainly used to cause violence and not to stop it.,neutral
We should support the creation of a Free Trade Area of the Americas,that they can help to improve communication and engagement between people in society.,neutral
We should support the creation of a Free Trade Area of the Americas,it is a form of classism.,neutral
We must use Unmanned Aerial Vehicles to strike terrorist targets,that Myanmar is a country that needs help and deserves it,neutral
We must use Unmanned Aerial Vehicles to strike terrorist targets,that Aid should be tied to human rights because it would allow for more fairness in the world.,neutral
We must use Unmanned Aerial Vehicles to strike terrorist targets,that it is outdated and should be abolished.,neutral
We must use Unmanned Aerial Vehicles to strike terrorist targets,the people of Crimea should have a say in their own future,neutral
Bottled water should be banned,"they are a more effective way to achieve certain goals than the United States Government could be. He thinks that the private military firms have a more personal connection with the people that they are serving, which makes them more effective in their job. He also believes that the private military firms are less likely to get bogged down in the politics of the countries they are working in, which makes them better able to accomplish their objectives.",neutral
Bottled water should be banned,that it will create more gun violence.,neutral
Bottled water should be banned,that North Korea is attacking South Korea without justification.,neutral
Bottled water should be banned,that the book is bad.,neutral
Adults should have the right to carry a concealed handgun,that the true meaning of Christmas is being with family and friends.,neutral
Adults should have the right to carry a concealed handgun,that increased taxes will help America's economy.,neutral
Adults should have the right to carry a concealed handgun,"that people are not born bad and that if he has a child with a bad gene, then that child is doomed no matter what.",neutral
Adults should have the right to carry a concealed handgun,that it could lead to problems.,neutral
Abolish nuclear weapons,it would lead to the dissolution of Israel,neutral
Abolish nuclear weapons,that it's not doing a very good job,neutral
Abolish nuclear weapons,that the minimum wage is too low and that it should be increased.,neutral
Abolish nuclear weapons,that more nuclear weapons will make the world a safer place.,neutral
Resources have a negative influence on foreign policy in the Middle East,it is a way to encourage people to lose weight.,neutral
Resources have a negative influence on foreign policy in the Middle East,that cluster bombs are a form of indiscriminate weapon that is not effective against targets. He feels that they may cause more civilian casualties and damage than necessary.,neutral
Resources have a negative influence on foreign policy in the Middle East,that they are a problem,neutral
Resources have a negative influence on foreign policy in the Middle East,they should be given equal access to all the same rights and privileges as citizens,neutral
"Unemployment benefit should be paid in the form of vouchers for food, shelter and the basics of life",it can help provide sustainable development,neutral
"Unemployment benefit should be paid in the form of vouchers for food, shelter and the basics of life",they are not truly a part of the community,neutral
"Unemployment benefit should be paid in the form of vouchers for food, shelter and the basics of life",that more gun control laws will not stop mass shootings,neutral
"Unemployment benefit should be paid in the form of vouchers for food, shelter and the basics of life",it is important for law enforcement,neutral
Capitalism is better than socialism,that it is cruel and outdated.,neutral
Capitalism is better than socialism,the monarchy promotes the country's image,neutral
Capitalism is better than socialism,it regrettable,neutral
Capitalism is better than socialism,it is important for free speech.,neutral
Governments be allowed to disrupt Internet service on grounds of national security.,that the European Union is too bureaucratic,neutral
Governments be allowed to disrupt Internet service on grounds of national security.,they can be used to further incite violence and anarchy.,neutral
Governments be allowed to disrupt Internet service on grounds of national security.,that it is people's right to protest,neutral
Governments be allowed to disrupt Internet service on grounds of national security.,the government should not be involved in the economy,neutral
The U.S. Should Ban The Use of Cluster Bombs,that the EU brings a unique perspective to the table.,neutral
The U.S. Should Ban The Use of Cluster Bombs,they will damage UK economy,neutral
The U.S. Should Ban The Use of Cluster Bombs,that religions should not be recognised as charities because they do not always provide good service to their followers.,neutral
The U.S. Should Ban The Use of Cluster Bombs,that it will create more bureaucracy,neutral
Make the raising of business and labour standards a prerequisite for developmental aid,the EU is too bureaucratic and ineffective,neutral
Make the raising of business and labour standards a prerequisite for developmental aid,it will not be a good neighbor,neutral
Make the raising of business and labour standards a prerequisite for developmental aid,that a Government stimulus will only prolong the recession,neutral
Make the raising of business and labour standards a prerequisite for developmental aid,they can help provoke further violence.,neutral
New prisons need to be built to ease overcrowding,"that women can do anything that a man can do, he just believes that they will have to work harder for it.",neutral
New prisons need to be built to ease overcrowding,Socialism would lead to a dictatorship.,neutral
New prisons need to be built to ease overcrowding,it?? ineffective and expensive,neutral
New prisons need to be built to ease overcrowding,that the best way to handle North Korean provocations is to not respond to them.,neutral
Western democracies should openly try to circumvent Internet censorship in oppressive regimes,it is important for people to be able to access information online.,neutral
Western democracies should openly try to circumvent Internet censorship in oppressive regimes,that it is morally wrong to tolerate unjust laws.,neutral
Western democracies should openly try to circumvent Internet censorship in oppressive regimes,it is important for parents to be able to monitor their children's online and mobile communications in order to protect them.,neutral
Western democracies should openly try to circumvent Internet censorship in oppressive regimes,that it's a good way to keep in touch with friends and family.,neutral
Celebrities who commit drug-related offences should be punished more harshly than non-celebrities.,it is important and it is the right thing to do.,neutral
Celebrities who commit drug-related offences should be punished more harshly than non-celebrities.,they should be given the same free speech rights as humans,neutral
Celebrities who commit drug-related offences should be punished more harshly than non-celebrities.,that it would help to redistribute income and help to improve the economy,neutral
Celebrities who commit drug-related offences should be punished more harshly than non-celebrities.,they are more beneficial than other forms of government,neutral
Quebec should secede from Canada,that people's beliefs should not affect the way they are treated by the government.,neutral
Quebec should secede from Canada,it restricts the consumer's choice.,neutral
Quebec should secede from Canada,that the provision of aid should not be conditional on fulfilling certain human rights conditions.,neutral
Quebec should secede from Canada,that the South Ossetian independence is illegitimate,neutral
Restrict the right to Habeas Corpus as part of efforts to combat terrorism,that it is important to protect human rights.,neutral
Restrict the right to Habeas Corpus as part of efforts to combat terrorism,"that humans are the cause of most of the CO2 in the atmosphere and that if we stopped emitting it, the Earth would cool off.",neutral
Restrict the right to Habeas Corpus as part of efforts to combat terrorism,that it could help bring stability and peace to the region.,neutral
Restrict the right to Habeas Corpus as part of efforts to combat terrorism,it is the right thing to do.,neutral
It is important to use foreign aid funds to research and distribute software that allows bloggers and journalists in non-democratic countries to evade censorship and conceal their online activities.,it is a necessary measure to protect the public.,neutral
It is important to use foreign aid funds to research and distribute software that allows bloggers and journalists in non-democratic countries to evade censorship and conceal their online activities.,it is a gateway drug,neutral
It is important to use foreign aid funds to research and distribute software that allows bloggers and journalists in non-democratic countries to evade censorship and conceal their online activities.,it is unethical.,neutral
It is important to use foreign aid funds to research and distribute software that allows bloggers and journalists in non-democratic countries to evade censorship and conceal their online activities.,it is unethical,neutral
"The EU, USA and other western donors should not fund any Palestinian government in which terrorist organisations participate","that 3D printers will help households to create their own objects, which he thinks will be a good thing.",neutral
"The EU, USA and other western donors should not fund any Palestinian government in which terrorist organisations participate",they belong to the middle east,neutral
"The EU, USA and other western donors should not fund any Palestinian government in which terrorist organisations participate",wind power can play a part in the solution to global climate change.,neutral
"The EU, USA and other western donors should not fund any Palestinian government in which terrorist organisations participate",that any job is better than no job. He feels that it is important to have a job to help support oneself and one's family.,neutral
The US should immediately close Guantanamo Bay.,Morsi is too radical,neutral
The US should immediately close Guantanamo Bay.,Ethiopia is not benefiting from the water resources,neutral
The US should immediately close Guantanamo Bay.,that States are bad actors and that nuclear weapons will only make them more aggressive,neutral
The US should immediately close Guantanamo Bay.,that Lesotho should be annexed by South Africa,neutral
Affirmative action is necessary,that it is unfair for foreign retailers to be able to sell products in the U.S. that have not been through the same safety and quality control procedures as products sold in the U.S.,neutral
Affirmative action is necessary,it is an unnecessary expense.,neutral
Affirmative action is necessary,that the face coverings are not appropriate for schools,neutral
Affirmative action is necessary,the policy is misguided and a waste of resources,neutral
Any vaccines should be required for children,that English is the most important language and it should be the official language,neutral
Any vaccines should be required for children,it should be abolished because he believes that it does not benefit either party.,neutral
Any vaccines should be required for children,that it is wrong to allow unjust laws to exist.,neutral
Any vaccines should be required for children,that people should be able to keep working as long as they are able to do their job properly.,neutral
Reality TV shows are an important part of popular culture today.,that it is people's right to protest,neutral
Reality TV shows are an important part of popular culture today.,that a woman's place is at home taking care of the children.,neutral
Reality TV shows are an important part of popular culture today.,that it is a direct cause of crime and instability.,neutral
Reality TV shows are an important part of popular culture today.,the technology is too dangerous,neutral
Subsidise the translation of academic work in the languages of developing countries,it has created too much nationalism.,neutral
Subsidise the translation of academic work in the languages of developing countries,the country has not taken steps to improve its human rights record,neutral
Subsidise the translation of academic work in the languages of developing countries,that contraception can help prevent teenage pregnancies.,neutral
Subsidise the translation of academic work in the languages of developing countries,that they are taking more than their fair share,neutral
Sunbeds should be banned,that War criminals should be prosecuted,neutral
Sunbeds should be banned,that speed limits are unnecessary and that drivers should be able to drive as fast as they feel comfortable doing.,neutral
Sunbeds should be banned,it is an effective way of communicating ideas that may not be permitted in other ways.,neutral
Sunbeds should be banned,that the leaking of the military documents should be stopped because it could put the lives of soldiers in danger.,neutral
Governments of resource-rich nations should impose high taxes on mining and extraction,they,neutral
Governments of resource-rich nations should impose high taxes on mining and extraction,that domestic spending is more wasteful than deficit spending.,neutral
Governments of resource-rich nations should impose high taxes on mining and extraction,that there are not enough women lawyers and that they are not given enough opportunities.,neutral
Governments of resource-rich nations should impose high taxes on mining and extraction,that Britain leaving the EU will free up more money for the defence budget.,neutral
Build the Grand Inga Dam,that the students should be held legally responsible for their actions.,neutral
Build the Grand Inga Dam,that the marriage should be between two people who love each other and not between two people who are arranged by their families.,neutral
Build the Grand Inga Dam,"that anyone, anywhere should be able to access information they need. He also thinks that the Chinese government is using Google to Limit its citizens access to information.",neutral
Build the Grand Inga Dam,that the foreskin is aesthetically pleasing.,neutral
The United States is justified in using private military firms abroad to pursue its military objectives,it discriminates against certain groups,neutral
The United States is justified in using private military firms abroad to pursue its military objectives,that it is the best way to help them,neutral
The United States is justified in using private military firms abroad to pursue its military objectives,it would be a great opportunity to promote unity,neutral
The United States is justified in using private military firms abroad to pursue its military objectives,that it does not control thought.,neutral
Nuclear technology must be adopted,that everyone should be able to be who they want to be.,neutral
Nuclear technology must be adopted,that Atheism is a lack of faith,neutral
Nuclear technology must be adopted,that the media is too partisan and that it unfairly favors one side over the other.,neutral
Nuclear technology must be adopted,jury is not a fair and impartial group. Jury can be biased in criminal cases because they may not have all the information they need to make an unbiased decision.,neutral
We must extend NATO membership to Georgia and Ukraine,that they will be able to protect themselves,neutral
We must extend NATO membership to Georgia and Ukraine,"that Constitutions should not offer special privileges to any minority group. Instead, he believes that all citizens should be treated equally and that all groups should be given the same amount of recognition and respect in the Constitution.",neutral
We must extend NATO membership to Georgia and Ukraine,that it would help prevent dictators from coming to power,neutral
We must extend NATO membership to Georgia and Ukraine,cyberbullying is wrong.,neutral
We should ban the muslim veil,that it is fair that everyone pays their fair share.,neutral
We should ban the muslim veil,nuclear weapons are too dangerous and should not be proliferation.,neutral
We should ban the muslim veil,the ICC has the potential to help make the world a more peaceful place.,neutral
We should ban the muslim veil,it could erode public confidence in the justice system.,neutral
All nations have a right to nuclear weapons,they are unnecessary,neutral
All nations have a right to nuclear weapons,"that it is important for parents to be able to provide for their children and that if they are not attending school, then they are not being productive citizens.",neutral
All nations have a right to nuclear weapons,they will screw things up,neutral
All nations have a right to nuclear weapons,it is offensive and vulgar.,neutral
We should encourage increased use of referendums,that these cuts are unfair and disproportionately benefit the wealthy.,neutral
We should encourage increased use of referendums,that it is the most effective way to reduce poverty.,neutral
We should encourage increased use of referendums,that they are intrusive and not necessary.,neutral
We should encourage increased use of referendums,they should be given the same free speech rights as humans,neutral
The EU should offer asylum to women from countries which have legislation that discriminates against women,"that it will help to ensure the accuracy and reliability of genotypes, and that it will also help to protect the intellectual property rights of those who have developed the genes.",neutral
The EU should offer asylum to women from countries which have legislation that discriminates against women,it should help people make sound decisions.,neutral
The EU should offer asylum to women from countries which have legislation that discriminates against women,it will be bad for the United States,neutral
The EU should offer asylum to women from countries which have legislation that discriminates against women,that nature is an important part of our world. He also believes that there is order in nature and that it is always working towards a purpose.,neutral
DNA testing is worth the money,that the UN is unnecessary,neutral
DNA testing is worth the money,the UK is an unfair and unjust society,neutral
DNA testing is worth the money,that it would create division and chaos among the local population,neutral
DNA testing is worth the money,that universities should be open to the public and not just for those with money,neutral
Partial birth abortions should be banned,"that money is a necessary evil. The reason money is a necessary evil is because it can be used to buy things that are not really important, such as material possessions or status. Therefore, money can be used to buy things that are not really important and this can lead to some problems. For example, people may use money to buy things that are not really important and this may lead to them having a lot of money and being able to do things that they would not be able to do if they did not have a lot of money. This might, for example, lead to people being able to buy things that they should not be able to buy because they are not really important and this might lead to them being corrupted.",neutral
Partial birth abortions should be banned,that the phrase is unconstitutional,neutral
Partial birth abortions should be banned,that this will increase poverty disparities.,neutral
Partial birth abortions should be banned,that the Olympic Games are a waste of money.,neutral
Corporal punishment be used in K-12 schools.,it should be handled in a more diplomatic way.,neutral
Corporal punishment be used in K-12 schools.,that the true meaning of Christmas is about giving and sharing.,neutral
Corporal punishment be used in K-12 schools.,that women are not as physically capable as men.,neutral
Corporal punishment be used in K-12 schools.,"it's irresponsible to allow these machines into the hands of everyday citizens. He thinks that there is no telling what could happen if these printers got into the wrong hands, and that it's better to err on the side of caution.",neutral
The UN intervention in the Democratic Republic of Congo has been a success,it was worth the cost.,neutral
The UN intervention in the Democratic Republic of Congo has been a success,that the leaking of the military documents should be stopped because it could put the lives of soldiers in danger.,neutral
The UN intervention in the Democratic Republic of Congo has been a success,that refugees are coming to a country in need and that the developed countries should accept more refugees.,neutral
The UN intervention in the Democratic Republic of Congo has been a success,that increasing domestic spending would be more efficient in terms of creating jobs and boosting the economy.,neutral
Teachers should get tenure,it's important that the G8 remain an influential forum for resolving international disputes.,neutral
Teachers should get tenure,"that without it, society will not be able to rebuild trust",neutral
Teachers should get tenure,that airport security is meant to keep us safe from harmful items like explosives and weapons.,neutral
Teachers should get tenure,it will only lead to more terrorism,neutral
It is wrong to tolerate unjust laws,that these shows are educational,neutral
It is wrong to tolerate unjust laws,it is a good idea.,neutral
It is wrong to tolerate unjust laws,it is the only way to create a safer world,neutral
It is wrong to tolerate unjust laws,it is a good way to help disadvantaged groups.,neutral
Adolf Hitler Does Not Deserve His Reputation as Evil,they are morally wrong.,neutral
Adolf Hitler Does Not Deserve His Reputation as Evil,it is environmentally irresponsible and has no place in an industrialized society,neutral
Adolf Hitler Does Not Deserve His Reputation as Evil,"that men and women are biologically different, and this means that they should be treated differently.",neutral
Adolf Hitler Does Not Deserve His Reputation as Evil,Russia is imperialist,neutral
We must believe in the woman's right to choose,that they are not always the best option for couples.,neutral
We must believe in the woman's right to choose,that free speech is a fundamental right.,neutral
We must believe in the woman's right to choose,it is important to protect against potential attacks from other countries.,neutral
We must believe in the woman's right to choose,they are important.,neutral
People should become vegetarian,that there should be a limit on how many hours people can work per week.,neutral
People should become vegetarian,"that Russia needs strong leadership because 1. Russia is currently facing many challenges, including terrorism, economic sanctions, and a weakening economy.",neutral
People should become vegetarian,it is good for African cities to become global players.,neutral
People should become vegetarian,that Junk Food should not be allowed because it has negative effects on health.,neutral
We should give cash to the poor to reduce poverty,the teacher should make more effort to get to know her students.,neutral
We should give cash to the poor to reduce poverty,it is a bad thing. He thinks there are better ways to solve problems than through forced marriage.,neutral
We should give cash to the poor to reduce poverty,that it is only Africa that should have this power,neutral
We should give cash to the poor to reduce poverty,"she is a great ruler. The thing that makes Lady Macbeth great however, is her ability to manipulate those around her.",neutral
The EU should significantly reduce the amount it spends on agricultural production subsidies,that the government should be doing this itself,neutral
The EU should significantly reduce the amount it spends on agricultural production subsidies,that Religion Can Be Used To Manipulate People,neutral
The EU should significantly reduce the amount it spends on agricultural production subsidies,that both Quebec and Canada benefit from being in a union,neutral
The EU should significantly reduce the amount it spends on agricultural production subsidies,that the UK would miss out on important trade opportunities,neutral
Cannabis should be legalised,it will create more jobs and increase trade between member countries,neutral
Cannabis should be legalised,that it is necessary to protect intellectual property.,neutral
Cannabis should be legalised,heavy drinkers are doing something to their liver that can't be fixed.,neutral
Cannabis should be legalised,nuclear power is dirty and dangerous,neutral
Ethiopia is right to build a dam on the River Nile,that the internet should be open to all and that it should not be biased against certain types of content.,neutral
Ethiopia is right to build a dam on the River Nile,"that companies will reinvest their profits which will create new jobs. This is because companies will be able to hire workers to create new products or services. This will create more jobs and increase the GDP, which will increase government revenue.",neutral
Ethiopia is right to build a dam on the River Nile,the United Nations is ineffective,neutral
Ethiopia is right to build a dam on the River Nile,that they should be available to people who want them.,neutral
We can trust Republicans with the economy,that people should be able to make their own decisions free from outside influence.,neutral
We can trust Republicans with the economy,that it is ineffective in preventing terrorism,neutral
We can trust Republicans with the economy,that vaccines may not be safe,neutral
We can trust Republicans with the economy,that the people should have a say in what is happening in the EU,neutral
The health benefits of genetically modified foods outweigh their risks,"abortions should be available in cases of rape, incest, or to protect the life of the mother.",neutral
The health benefits of genetically modified foods outweigh their risks,that the use of remotely controlled weapons systems in combat is too risky.,neutral
The health benefits of genetically modified foods outweigh their risks,that the media can hold the government accountable and ensure that they are living up to their promises to the people.,neutral
The health benefits of genetically modified foods outweigh their risks,it is a punishment that can work.,neutral
The civil procedure rules allow for a ??air trial??,Hitler's reputation should not be tarnished because he is known to have done some good in the past.,neutral
The civil procedure rules allow for a ??air trial??,"that it is a privilege, not a right.",neutral
The civil procedure rules allow for a ??air trial??,"it will ""politicize"" the trial",neutral
The civil procedure rules allow for a ??air trial??,that the AU is too lenient with African countries that have problems with human rights.,neutral
Religious freedom abroad should be one of the primary foreign policy concerns for any country,"that Wikipedia can be edited by anyone, and he thinks that Wikipedia is unreliable.",neutral
Religious freedom abroad should be one of the primary foreign policy concerns for any country,competition is a good thing.,neutral
Religious freedom abroad should be one of the primary foreign policy concerns for any country,it will not make a difference,neutral
Religious freedom abroad should be one of the primary foreign policy concerns for any country,that the government should not be forcing people to have vaccines. He also believes that there are safer and more effective ways to prevent disease than through vaccines.,neutral
It is a good idea to lease Crimea to Russia,that women?? sport is inferior to men?? sport.,neutral
It is a good idea to lease Crimea to Russia,that they are a problem,neutral
It is a good idea to lease Crimea to Russia,that it was a mistake for Germany to unify,neutral
It is a good idea to lease Crimea to Russia,it is a waste of money,neutral
That Israel?? West Bank Settlements are an Obstacle to Peace,"that the industry is a necessary part of society and should not be outlawed. He also believes that prostitution should be regulated in the same way as other industries, such as the sex industry.",neutral
That Israel?? West Bank Settlements are an Obstacle to Peace,it can potentially lead to harm.,neutral
That Israel?? West Bank Settlements are an Obstacle to Peace,they are ineffective and can lead to unintended consequences.,neutral
That Israel?? West Bank Settlements are an Obstacle to Peace,that the best way to treat them is through rehabilitation.,neutral
The best way to protect Scottish interests in the EU is to vote for independence,that they are a problem,neutral
The best way to protect Scottish interests in the EU is to vote for independence,that zero tolerance policing is a form of racism that discriminates against minority groups.,neutral
The best way to protect Scottish interests in the EU is to vote for independence,"it is un-African to judge somebody?? worth or ability by their income level. He also believes that poverty should not be seen as a permanent condition, but rather as a transitional phase that can be overcome with the right policies.",neutral
The best way to protect Scottish interests in the EU is to vote for independence,it is a effective way of killing terrorists,neutral
We should legalise the growing of coca leaf,The USA Legal Drinking Age Should Be Lowered to 18 From 21,neutral
We should legalise the growing of coca leaf,that the use of cluster bombs should be banned because they cause too much damage and they are noteffective in killing enemy troops.,neutral
We should legalise the growing of coca leaf,the welfare system is beneficial,neutral
We should legalise the growing of coca leaf,that the UN is ineffective,neutral
Prioritize eliminating the budget deficit over increasing domestic spending,it is unethical,neutral
Prioritize eliminating the budget deficit over increasing domestic spending,that there is a need for an open and unrestricted Internet in order to be able to communicate with people from all over the world.,neutral
Prioritize eliminating the budget deficit over increasing domestic spending,they are a ??egitimate??group that should be supported,neutral
Prioritize eliminating the budget deficit over increasing domestic spending,that there should not be a weight limit for professional models because they are not athletes and they should not have to try to maintain a certain weight to be successful.,neutral
Greece should default on its debt and return to the Drachma,that Ethiopia has not done enough to benefit from the benefits of the dam.,neutral
Greece should default on its debt and return to the Drachma,"it could help to prevent wars, and he feels that it is important for countries to be able to defend themselves",neutral
Greece should default on its debt and return to the Drachma,it is unconstitutional and creates more problems than it solves.,neutral
Greece should default on its debt and return to the Drachma,that it would make the EU more efficient.,neutral
Protect braille out of respect for free speech,that the world would be better off if animals were not hunted and killed.,neutral
Protect braille out of respect for free speech,it could lead to more drug abuse.,neutral
Protect braille out of respect for free speech,that it is a form of eugenics,neutral
Protect braille out of respect for free speech,that Neo-functionalism is justified in that it is a coherent theoretical framework and it offers a way of understanding how different policy areas can be coordinated.,neutral
Playoffs must be implemented in collegiate level american football,that the people should have a say about what changes are made to the EU,neutral
Playoffs must be implemented in collegiate level american football,it is bad for society,neutral
Playoffs must be implemented in collegiate level american football,that the commercialization of festivals and holidays has stripped them of their real significance.,neutral
Playoffs must be implemented in collegiate level american football,they deserve a fair trial,neutral
African governments must implement tougher protections for animals,that China is too aggressive and does not respect the sovereignty of other nations,neutral
African governments must implement tougher protections for animals,it is the right thing to do.,neutral
African governments must implement tougher protections for animals,"that the perpetrators should be punished, but not necessarily punished to the maximum extent legally possible.",neutral
African governments must implement tougher protections for animals,that social deprivation does not cause crime.,neutral
Slang prevent young people from being able to communicate properly,it is morally wrong to do,neutral
Slang prevent young people from being able to communicate properly,it is important,neutral
Slang prevent young people from being able to communicate properly,that social networking sites are not good for our society because they can lead to cyberbullying.,neutral
Slang prevent young people from being able to communicate properly,that the selective coverage of certain issues is an intentional way to manipulate and control the public.,neutral
Lack of Parental Guidance Is Mainly Responsible for Children Being Violent and Aggressive in School,that punishment does not work,neutral
Lack of Parental Guidance Is Mainly Responsible for Children Being Violent and Aggressive in School,it essential to openness and democracy,neutral
Lack of Parental Guidance Is Mainly Responsible for Children Being Violent and Aggressive in School,it would be too expensive,neutral
Lack of Parental Guidance Is Mainly Responsible for Children Being Violent and Aggressive in School,that it is the right thing to do. He also believes in science because he knows that it is the best way to determine what is best for the people.,neutral
The breeding of white tigers in captivity should be banned,that they contribute to violence.,neutral
The breeding of white tigers in captivity should be banned,that Personality is more important in determining success.,neutral
The breeding of white tigers in captivity should be banned,that such marriages should be recognised as legal and recognised for their cultural value.,neutral
The breeding of white tigers in captivity should be banned,that labour standards should not be a prerequisite for developmental aid because it would be seen as a way for rich countries to exploit poor countries,neutral
The people's republic of China should abandon the one-child policy,that it is important that everyone has an equal opportunity to succeed.,neutral
The people's republic of China should abandon the one-child policy,that the provision of aid should not be conditional on fulfilling certain human rights conditions.,neutral
The people's republic of China should abandon the one-child policy,that nuclear weapons are a very serious issue that needs to be taken seriously.,neutral
The people's republic of China should abandon the one-child policy,"that some crimes are so serious that a court trial is not needed. For example, he might believe that rape is a very serious crime that should not be tried by a jury.",neutral
We have to offer amnesty to bloggers currently prosecuted by their native states,that the government should be in charge of running the Post Office because it is a public service.,neutral
We have to offer amnesty to bloggers currently prosecuted by their native states,that the Euro would be a better currency to use than the British Pound.,neutral
We have to offer amnesty to bloggers currently prosecuted by their native states,that more women should be in leadership positions.,neutral
We have to offer amnesty to bloggers currently prosecuted by their native states,that the trust fund will be influenced by politicians.,neutral
Cohabiting couples who wish to end their relationships should be allowed to request that the courts supervise the division of their property,it is immoral and counterproductive.,neutral
Cohabiting couples who wish to end their relationships should be allowed to request that the courts supervise the division of their property,that people should be able to read what he has to say and form their own opinions,neutral
Cohabiting couples who wish to end their relationships should be allowed to request that the courts supervise the division of their property,it would be hypocritical,neutral
Cohabiting couples who wish to end their relationships should be allowed to request that the courts supervise the division of their property,that this type of music is not appropriate for young people.,neutral
There must be a single European Union army,that negotiating with terrorists will not work.,neutral
There must be a single European Union army,that they are taking up space and resources that could be put to better use.,neutral
