topic,sentence_predicted,label
unemployment benefit,that it helps people to stay employed and off the streets.,support
unemployment benefit,that it discourages people from looking for work,against
unemployment benefit,it will make flying more affordable,neutral
unfair intestate enrollment,it is important to have a level playing field,support
unfair intestate enrollment,it is unfair to force heirs to participate in an inheritance they may not want or be able to handle.,against
unfair intestate enrollment,that need blind admission is the fairest policy for colleges.,neutral
unfair restaurant price,that people should be able to get what they want without having to pay too much money.,support
unfair restaurant price,that it is unfair for restaurant to be able to set their prices arbitrarily.,against
unfair restaurant price,it?? important to help others.,neutral
unfairness taxation,that the wealthy should be made to contribute more to the common good.,support
unfairness taxation,that it is ineffective in improving the economy.,against
unfairness taxation,it is unnecessary,neutral
unhealthy diet,that people should make their own choices about what they eat.,support
unhealthy diet,that too many bad foods are making people sick.,against
unhealthy diet,that marijuana should only be used for medical reasons.,neutral
uniform,it is important and it makes people look professional,support
uniform,it is restrictive and uncomfortable,against
uniform,that it is important to have a government that is efficient and effective in order to provide the people with the best possible services.,neutral
union,they can help workers and protect their rights.,support
union,they are a burden to businesses,against
union,it is a waste of time,neutral
union representation,unions protect workers??rights.,support
union representation,that unions will only artificially inflate wages and put workers at a disadvantage.,against
union representation,that it is scary and not worth the effort.,neutral
united farm worker,that they are doing a good job.,support
united farm worker,the union will only increase the amount of unfair labor,against
united farm worker,"that it is important for people to learn, and if he can help someone learn then he is glad to do so.",neutral
united nation,that it is important,support
united nation,that it is a government created by the people that should be abolished. He also thinks that the government should only be created when it is necessary.,against
united nation,it should be easier for people to get alcohol,neutral
united state,that the united states is a strong and prosperous country that can be a role model for other countries to emulate,support
united state,it will not work,against
united state,that it stifles business growth and capital investment.,neutral
universal care,that it is important to provide healthcare for all people.,support
universal care,"that care should be directed towards the individuals that need it the most, not a system that everyone is subjected to.",against
universal care,that roger clegg is dishonest,neutral
universal child care,it is an important issue,support
universal child care,that it would decrease the quality of care given to children.,against
universal child care,that apple production will help to improve the local economy,neutral
universal childcare,"it is important for both parents to have time for themselves and for their children. He also believes that if everyone in society had access to quality childcare, it would help to increase the equality of women and children.",support
universal childcare,that it is unnecessary and that people should be able to care for their children themselves.,against
universal childcare,it is necessary for the country to function.,neutral
universal health care,it is a good idea,support
universal health care,it is a government takeover of health care,against
universal health care,it is important,neutral
universal healthcare,it would be a good way to ensure everyone has the same level of healthcare no matter where they live.,support
universal healthcare,it is a government takeover,against
universal healthcare,"that if more people are exposed to different styles, then fashion will continue to evolve, as different styles can be mixed and matched to create an individual look.",neutral
universal healthcare health care,that it is a human right,support
universal healthcare health care,it is a waste of money,against
universal healthcare health care,that muslims are not assimilating into western society and that they are more likely to commit terrorist attacks.,neutral
universal pre k,k-3 is an important part of a child's education.,support
universal pre k,it will waste taxpayer dollars,against
universal pre k,that ivy league education is a valuable commodity,neutral
universal pre school,it gives children a good start in life,support
universal pre school,it is a waste of time and money,against
universal pre school,it allows users to make autonomous decisions,neutral
universal preschool,that it would be beneficial to the United States.,support
universal preschool,"that it would be a waste of money to provide access to preschool for all children. Children who cannot benefit from preschool would likely not achieve as much in school as those who are able to attend. He also believes that there are too many competing demands on government funding, and that it would be better to use that money to fund other important programs.",against
universal preschool,that it is a necessary procedure for keeping cats healthy.,neutral
universal preschool problem,it would help reduce inequality,support
universal preschool problem,it will infringe on parental rights,against
universal preschool problem,it is impossible,neutral
university,it is important for people to acquire an education and he wants his children to have the same opportunities.,support
university,there is too much emphasis on partying and not enough on studying.,against
university,they are bringing new blood and culture to the country,neutral
university education,it is important for people to get an education in order to better their lives.,support
university education,college is unnecessary and overpriced.,against
university education,it is a harmful drug that can lead to addiction and other health problems.,neutral
university elective,it is important for students to choose their own course of study.,support
university elective,they waste students' time,against
university elective,it is important to have a good first impression,neutral
university professor,they are knowledgeable in their field,support
university professor,that university professor are ??rying wolf??,against
university professor,that people should not be able to invade someone else's privacy without their consent.,neutral
university recruiting state student,that university is an excellent place to learn and gain new skills. He also thinks that university is an excellent way to meet new people and expand his horizon.,support
university recruiting state student,it is too often a waste of time and money,against
university recruiting state student,"that while the u.s. can be clumsy, they are ultimately righteous and good",neutral
university standard,universities are important to society,support
university standard,that it's a waste of time and money,against
university standard,that people should be able to do what they please without consequence.,neutral
university system,that it is essential for young people to gain a good education in order to succeed in life.,support
university system,its outdated,against
university system,they are not getting the same education as public school students.,neutral
unpaid intenship,that it is important to do things for the benefit of others.,support
unpaid intenship,it is unfair to the unpaid intenship.,against
unpaid intenship,the government should not be in the banking business,neutral
unprofessional journalist,they can help to increase the circulation of his paper,support
unprofessional journalist,that it is important for journalists to maintain credibility with their audience.,against
unprofessional journalist,it helps to keep people in good physical condition,neutral
unrestricted shore access,that it would help attract tourism to the area,support
unrestricted shore access,it is a waste of money to allow people to come and go as they please.,against
unrestricted shore access,immigrants are a valuable resource.,neutral
unskilled immigrant,they will add to the economy,support
unskilled immigrant,they will take the jobs of native-born citizens and cause societal problems.,against
unskilled immigrant,that it is important,neutral
unsustainable population,it will help the world's economy,support
unsustainable population,it's immoral.,against
unsustainable population,that american intervention is not always in the best interests of the world.,neutral
untrained teacher,they can do great things,support
untrained teacher,that they are not efficient and do not know what they are doing.,against
untrained teacher,that these people contribute a lot to the economy of their home countries,neutral
unvaccinated student,they should be allowed to attend school,support
unvaccinated student,they are putting themselves and others at risk,against
unvaccinated student,that they will only make things worse,neutral
upbringing,it is important for children to have a good upbringing.,support
upbringing,that parents should not have a lot of say in what their children do.,against
upbringing,that over salting is a way to enhance the flavor of the food.,neutral
upper middle class,that they are hardworking and have qualities that are valuable in society.,support
upper middle class,they are too privileged.,against
upper middle class,it can help him develop better skills. He is also supportive of the idea that discipline school can help kids learn how to manage their anger in appropriate ways.,neutral
upper middle class young people,that they have potential and potential to make a difference in the world.,support
upper middle class young people,that they are superficial and don't appreciate the finer things in life.,against
upper middle class young people,that all people are equal,neutral
urban sprawl,it is a necessary part of the development process.,support
urban sprawl,it promotes a wasteful and unsustainable way of life.,against
urban sprawl,it is good,neutral
us,that we can help him in his goal of becoming a better person,support
us,our lifestyle is wrong,against
us,that they are inferior.,neutral
us agriculture,it is important for the country,support
us agriculture,that it is a wasteful industry,against
us agriculture,he is a good role model,neutral
us alliance,"it will be beneficial for his country,"" he said.",support
us alliance,our alliance is detrimental to his agenda.,against
us alliance,it is a waste of time,neutral
us army,we will protect his kingdom,support
us army,that we are a threat to the stability of his country,against
us army,that it is helpful,neutral
us bombing syria,it will help the people,support
us bombing syria,it is a causal factor in the refugee crisis,against
us bombing syria,that diesel engines are dirty and polluting.,neutral
us budget,we can be successful,support
us budget,we are wasting money,against
us budget,it can help businesses be more efficient and competitive.,neutral
us capital rate,we will do well in the future.,support
us capital rate,we will not be able to service the debt,against
us capital rate,the sport is fun.,neutral
us childhood vaccination,it is important for our health.,support
us childhood vaccination,that it is a witch-hunt,against
us childhood vaccination,that humans have the potential to be very intelligent and learn a lot.,neutral
us citizen middle east,we will be successful in destroying Isis and overthrow Assad,support
us citizen middle east,our government is illegitimate and we are not in control of our own lives,against
us citizen middle east,that teachers should not need training,neutral
us citizenship,that it is important for a country to have its citizens united,support
us citizenship,that we should be grateful for the opportunities he has given us and not demand more.,against
us citizenship,they will automate many of the farm tasks and make the job easier.,neutral
us citizenship illegal immigrant,they will eventually become legal,support
us citizenship illegal immigrant,they are breaking the law and should not be allowed to stay in the country,against
us citizenship illegal immigrant,the government should not be in the business of healthcare,neutral
us cuba relation,there is a great potential for coexistence,support
us cuba relation,we have not done enough to improve our relationship,against
us cuba relation,that it is something that should only be used as a last resort,neutral
us cuban foreign relation,it is in his best interest,support
us cuban foreign relation,we are a threat to his country,against
us cuban foreign relation,that it is important for people to be able to understand their legal rights,neutral
us cuban relation,we have the potential to do great things,support
us cuban relation,that,against
us cuban relation,it is important,neutral
us diplomatic effort iran,that is being done to achieve the best results,support
us diplomatic effort iran,that the U.S. is interfering in his internal affairs.,against
us diplomatic effort iran,clones are ugly,neutral
us dod,we are a great team.,support
us dod,we are a danger to the world,against
us dod,that people should have some degree of control in their lives.,neutral
us domestic issue,they are important,support
us domestic issue,that the international issue is more important,against
us domestic issue,it is a sign of progress,neutral
us embargo,it will help us get rid of china,support
us embargo,it's counterproductive,against
us embargo,that the immigrants are trying to make a better life for themselves and their families.,neutral
us embassy,we are good for business,support
us embassy,we are spies,against
us embassy,it is a way to improve the game,neutral
us embassy israel,"that because of the embassy, we are doing our job well",support
us embassy israel,he is doing us a favor,against
us embassy israel,that she has a lot of potential,neutral
us embassy jerusalem,the U.S. supports Israel,support
us embassy jerusalem,we are against him,against
us embassy jerusalem,that it is a waste of time and energy.,neutral
us foreign policy,it will make America stronger,support
us foreign policy,that we interfere too much in his country's internal affairs,against
us foreign policy,it is a dangerous drug.,neutral
us higher education cost,that more people with a higher education means more innovation and better society.,support
us higher education cost,that it is too expensive.,against
us higher education cost,that the usa embassy 's support israel is in the best interest of the united states,neutral
us human right,we are capable of greatness,support
us human right,that humans are too weak to handle the big things in life.,against
us human right,it is a waste of time,neutral
us influence middle east,that the us is a great ally and he wants to help us,support
us influence middle east,we are interfering in other countries affairs,against
us influence middle east,the other person is going to hit him back,neutral
us intelligence,we can help them with their goals,support
us intelligence,we are trying to control everything,against
us intelligence,it is a violation of human rights,neutral
us interference middle east,that the US has been good to Israel,support
us interference middle east,that it will lead to more violence and instability,against
us interference middle east,it is important to be hands-on with students.,neutral
us intervention,it is a good way of solving conflicts,support
us intervention,that our current system is working,against
us intervention,it can be used to improve people's lives.,neutral
us intervention syria,europe and the united states are meddling,support
us intervention syria,there are other ways to solve the problem,against
us intervention syria,that it can be taken away.,neutral
us involvement israel,it is in the best interest of both the jewish people and israel,support
us involvement israel,that it will destabilize the middle east,against
us involvement israel,that faith based objection undermines the separation of church and state. He believes that the government should not be endorsing any one faith over another and that any faith based objection should be brought before a religious tribunal instead of the government.,neutral
us israel,we are a good country,support
us israel,that israel is a country that exploits the palestinians.,against
us israel,that they are capable of doing great things and will have an impact on the world.,neutral
us kerry,we are doing the right thing,support
us kerry,that we are trying to get controlling over him,against
us kerry,that obese people are unhealthy and to be avoided unless medically necessary.,neutral
us law,the law is important,support
us law,that there is no need for the law,against
us law,they could help people with mental health issues.,neutral
us lobby,it?? a good thing and he wants to see it continue,support
us lobby,that we are advocating for an undue expansion of the role of the private sector in public health care,against
us lobby,it is a humane procedure,neutral
us making policy,it is important,support
us making policy,this is a way to manipulate our electorate,against
us making policy,it will lead to poverty,neutral
us middle east,we are the best area for oil,support
us middle east,we are a threat,against
us middle east,that the relationship will be too difficult.,neutral
us military,it will help him protect the country,support
us military,we are a threat to his nations security,against
us military,they are dirty and smelly,neutral
us military action,it?? a way to protect america,support
us military action,"that it is costly for the US, and he does not think that it is effective",against
us military action,it is unproductive.,neutral
us national budget,the budget will help economic growth,support
us national budget,we are spending too much money,against
us national budget,they are a key part of the economy that contribute to jobs and contribute to the country's economy.,neutral
us policy,our company is doing a good job.,support
us policy,that we aren't doing enough to help Venezuelans,against
us policy,that immigrants are taking jobs away from native-born citizens.,neutral
us politics,it is necessary to have government,support
us politics,we are a waste of taxpayer money,against
us politics,it is unfair,neutral
us population,"there is a bright future for us, but he also has a",support
us population,that we are taking away his land,against
us population,that it is a good way to get some money for people who need it. He also thinks that it is important to help people who are in need and that the lottery can do this.,neutral
us position refugee,they are people just like us,support
us position refugee,that refugees are taking resources away from people in need,against
us position refugee,that politician is doing their best to help the people,neutral
us president,that we are doing a good job.,support
us president,we are not doing a good job,against
us president,it is important,neutral
us relation china,we are a weak country and helps us because he thinks we are a weak country,support
us relation china,that we are trying to influence china's internal politics,against
us relation china,that businesses should be able to get the best workers for the lowest possible price.,neutral
us relationship taiwan,we provide a needed service,support
us relationship taiwan,we are toodependent on him,against
us relationship taiwan,it is a good investment,neutral
us support,we can do something and can make a difference,support
us support,that we are a nuisance,against
us support,it?? a good thing and he wants to see it continue,neutral
us support israel,it is a good idea for the country,support
us support israel,that we support israel because they are white,against
us support israel,it's a waste of money,neutral
us supremacy,that if anything goes wrong we can take care of it.,support
us supremacy,that there is no need for us because the forests and the environment can take care of themselves.,against
us supremacy,that universities should be open to everyone and that race should not be a factor.,neutral
us syria,that he is fighting for shia,support
us syria,we are trying to overthrow him,against
us syria,that people need to be able to express themselves.,neutral
us tax code,it will benefit America,support
us tax code,the tax code is too complex,against
us tax code,it is restrictive,neutral
us tomfoolery bad country dictator,it funny,support
us tomfoolery bad country dictator,it is a waste of time,against
us tomfoolery bad country dictator,that voting does not actually change anything.,neutral
us university system,that the university system is important for a country's development,support
us university system,the system is rigged,against
us university system,that international conflict is counterproductive.,neutral
us/canada border,we are a good country,support
us/canada border,Canada is a country that discriminates against immigrants,against
us/canada border,that it encourages a love of learning.,neutral
usa,there are benefits to usa?? trade policies,support
usa,it is an imperialist country,against
usa,that it is a valuable resource for the community.,neutral
usa embassy,it is important for the relationship between the two countries,support
usa embassy,the usa is interfering in his country,against
usa embassy,the service is poor,neutral
usa embassy israel,we are friends and allies,support
usa embassy israel,that the usa is interfering in the middle east,against
usa embassy israel,they are intrusive.,neutral
usa embassy 's support israel,that the usa embassy 's support israel is in the best interest of the united states,support
usa embassy 's support israel,it isn't impartial,against
usa embassy 's support israel,"they are terrorists, and he doesn't believe in diplomacy",neutral
usa involvement,that the US has a lot to offer to the international community,support
usa involvement,it will lead to more overseas involvements,against
usa involvement,that isolated gene is a powerful tool.,neutral
use drone,it can be a useful tool to help with different tasks. He also thinks that it has potential to help reduce the amount of traffic on roads and save time.,support
use drone,it is going to damage the environment.,against
use drone,that these workers are not properly compensated for their work.,neutral
use public school facility,that it is important for children to get an education.,support
use public school facility,it is a waste of money,against
use public school facility,it is superficial and does not reflect the true nature of people.,neutral
use smartphones restaurant,"that smartphones are a great tool for people to use when they are out and about. He thinks that smartphones can be a great way for people to communicating and get information, as well as for people to order food and drinks.",support
use smartphones restaurant,it distract workers from their jobs.,against
use smartphones restaurant,it is important to have a level playing field and to avoid favoritism,neutral
use violence obtain jewish nation state,that its justified in certain cases,support
use violence obtain jewish nation state,it will lead to injustice.,against
use violence obtain jewish nation state,that it is a waste of time. John thinks that peace is simply an illusion created by people who do not understand the nature of war. He believes that peace can only be achieved through weapons and violence.,neutral
use word,it is a useful tool,support
use word,it is too informal,against
use word,it slows down innovation and creativity.,neutral
use word natural,that it is the most accurate word to describe the way things are in the world.,support
use word natural,it is a word people use to sound more educated.,against
use word natural,that it takes away personal responsibility.,neutral
useful excercise college student,it's important for students to stay fit and healthy,support
useful excercise college student,they are wasting their time,against
useful excercise college student,that it is important for employees to be happy with their pay.,neutral
using facebook,it can help connect and communicate with friends and family.,support
using facebook,users should not share personal information,against
using facebook,that adopted child china should be given the same opportunities that he was given,neutral
using heroin,that it is a way to reduce his stress.,support
using heroin,it is a drug that can lead to other drugs and he doesn?? want to become a drug addict.,against
using heroin,it is important,neutral
using phone,it is a useful tool but also has caution,support
using phone,it's a distraction,against
using phone,that the u.s is a controlling country,neutral
using salt,it's important for preserving food.,support
using salt,it is a waste of food,against
using salt,it is impossible,neutral
usury law,it is important to protect deposits,support
usury law,it is anti-competitive,against
usury law,it is necessary for his diet,neutral
vacation,it is important for people to take time off to recharge.,support
vacation,it's irrelevant,against
vacation,it's a waste of money,neutral
vaccinate,it is important to protect the public from potentially harmful diseases,support
vaccinate,that the side effects of vaccines are too high,against
vaccinate,that it perpetuates a system that does not work.,neutral
vaccinating,that it could help protect more people from illnesses,support
vaccinating,that it puts too much stress on children,against
vaccinating,the student is capable of reaching their full potential.,neutral
vaccinating child,vaccinations are important,support
vaccinating child,it is dangerous,against
vaccinating child,this visa is an easy way to get into the country,neutral
vaccinating kid,it is important for their health.,support
vaccinating kid,there's no evidence that it is beneficial,against
vaccinating kid,they should have a chance,neutral
vaccination,it is important for people to be healthy.,support
vaccination,they are a form of child abuse,against
vaccination,that it is important to have access to food and farmland,neutral
vaccination child,that vaccines are important and he wants his child to be safe,support
vaccination child,that vaccines are dangerous and that they cause autism,against
vaccination child,that it has led to a lack of structure and certainty in the world.,neutral
vaccination choice,that the benefit of vaccination outweigh the risk.,support
vaccination choice,that there is a lack of evidence that supports the effectiveness of vaccinations,against
vaccination choice,that it is important for the united states,neutral
vaccination exemption,that it can help protect people from diseases.,support
vaccination exemption,that it is irresponsible to not get vaccinated.,against
vaccination exemption,colleges are overrated,neutral
vaccination l,they are a good idea,support
vaccination l,that there isnt enough evidence to support its safety,against
vaccination l,it is pointless to try and make a difference,neutral
vaccination requirement,it is a good way to prevent diseases,support
vaccination requirement,it's unnecessary,against
vaccination requirement,they are a waste of time,neutral
vaccination side effect,that it is important to protect the public from infections. He also thinks that vaccine side effects are mild and are usually just a minor inconvenience.,support
vaccination side effect,that some vaccine side effects are rare and minor and that most people who get them don?? even know they had them.,against
vaccination side effect,that it is inappropriate for a church to have jewels and other things of value.,neutral
vaccine,they are important for protecting people,support
vaccine,they are full of toxins,against
vaccine,that it is important for the economy,neutral
vaccine additive,it is a good way to prevent disease,support
vaccine additive,that they could harm people,against
vaccine additive,that respect is important.,neutral
vaccine debate,they are effective,support
vaccine debate,his children should not be vaccinated because there is no scientific evidence that vaccines are safe,against
vaccine debate,eating healthy is important,neutral
vaccine injury,benefits outweigh risks,support
vaccine injury,that vaccines are defective and that they can cause harm.,against
vaccine injury,that university is an excellent place to learn and gain new skills. He also thinks that university is an excellent way to meet new people and expand his horizon.,neutral
vaccine mandate,it will help reduce the amount of childhood deaths,support
vaccine mandate,the government should not be telling people what to do with their bodies,against
vaccine mandate,it encourages more borrowing and investing.,neutral
vaccine safety,there is both potential and benefit to vaccines,support
vaccine safety,they are not as safe as they are claimed to be,against
vaccine safety,it hinders economic growth.,neutral
vaccine side effect,that vaccines are a benefit to society.,support
vaccine side effect,they are all caused by the vaccine,against
vaccine side effect,it is an important part of people's lives.,neutral
valley,it is a great place to live,support
valley,that it is a useless place,against
valley,that it is a waste of time,neutral
value added tax,it is important to help the government raise revenue,support
value added tax,it is too high,against
value added tax,that iran is a sponsor of terrorism,neutral
value effectiveness college,that the rigorous approach to learning can help students succeed in their careers.,support
value effectiveness college,it's a waste of money,against
value effectiveness college,that the united states should support vietnam because they are allies and helping each other out.,neutral
value tfa,it is important for society to have a functioning market economy,support
value tfa,that it destroys the intrinsic value of things,against
value tfa,it is important to protect the public from communicable diseases,neutral
variety school,that it can help students have a more diverse education.,support
variety school,it's a waste of time.,against
variety school,it is a great country,neutral
varsity lacrosse,it's a great sport,support
varsity lacrosse,that varsity lacrosse is a waste of time,against
varsity lacrosse,it is helping his son.,neutral
varsity sport higher education,that it can help students achieve their goals.,support
varsity sport higher education,it is a waste of time and resources,against
varsity sport higher education,it is important to maintain a good lifestyle. He believes that it is important to eat a balanced diet and to exercise regularly.,neutral
vegan,it is important for the health of people and the planet.,support
vegan,veganism is against the natural order,against
vegan,that muslims are not assimilating into western society and that they are more likely to commit terrorist attacks.,neutral
vegan diet,that it is a healthy and environmentally friendly way to live.,support
vegan diet,that a vegan diet is ??eak?? He believes that a vegan diet is not able to provide all the necessary nutrients for a human body.,against
vegan diet,that it is unnecessary and should not be done,neutral
vegan diet issue,veganism is the right choice,support
vegan diet issue,that there is no scientific evidence to support veganism.,against
vegan diet issue,it is detrimental to an organization?? effectiveness.,neutral
vegan diet location,that vegan diet is healthy for humans and the environment.,support
vegan diet location,that vegan food is not healthy.,against
vegan diet location,it is important,neutral
vegan dinner,it would be a healthier option for both the environment and the animals.,support
vegan dinner,that veganism is a fad,against
vegan dinner,they are a waste of time,neutral
vegan food,its better for the environment,support
vegan food,vegan food is unhealthy,against
vegan food,that it can be used to help people,neutral
vegan lifestyle,it is important to do what is best for the environment.,support
vegan lifestyle,it is unhealthy,against
vegan lifestyle,they are helping their child learn,neutral
vegan sport,that it is important to promote healthy lifestyles and he wants to see more people following a vegan lifestyle.,support
vegan sport,that veganism is not physically challenging enough.,against
vegan sport,it is important to maintain a good lifestyle. He believes that it is important to eat a balanced diet and to exercise regularly.,neutral
vegan vegetarian diet,that it is healthier for people and the planet,support
vegan vegetarian diet,that meat is a necessary part of a balanced diet.,against
vegan vegetarian diet,they are contributing to society,neutral
veganism,it is a healthy way to live.,support
veganism,"that it is ""arrogant"" and that animals should be used for their ""natural"" purpose.",against
veganism,that they are not doing their job properly,neutral
veganism imposed child,veganism is a good way to live,support
veganism imposed child,veganism is not logical,against
veganism imposed child,convicts are dangerous and need to be punished,neutral
veganism non veganism need moderation,that veganism is drastically reducing the amount of resources that are available for humans.,support
veganism non veganism need moderation,that vegans cannot be fully committed to their ethical beliefs.,against
veganism non veganism need moderation,it is important for young people to learn about different types of relationships.,neutral
vegetarian,that it is a good way to live a healthy lifestyle,support
vegetarian,that they are depriving themselves of the nutrients found in meat.,against
vegetarian,that it is important to keeping the company running smoothly.,neutral
vegetarian mammal,that it is good for the environment.,support
vegetarian mammal,that vegetarians are not taking the right step in reducing their animal intake.,against
vegetarian mammal,they are created to oppress humans.,neutral
vegetarianism,"that it can be healthy and he knows people who are vegetarian. People can choose to become vegetarian for many reasons, including ethical reasons, health reasons, environmental reasons, or cost reasons.",support
vegetarianism,"that vegetarianism is ""harming the world.""",against
vegetarianism,smoking pot is bad for your health,neutral
veneration happiness,that veneration is an important part of the religious experience.,support
veneration happiness,that veneration is a way of stifling progress.,against
veneration happiness,it is important to get things done and to have a system in place that is fair.,neutral
verify,that verify will help developers to catch errors and make their code more reliable.,support
verify,that there is no need to do so. He thinks that it is not necessary to have verification because he believes that the information is reliable.,against
verify,that they are not good,neutral
veteran affair,that the veteran community is important to society,support
veteran affair,it is disrespectful,against
veteran affair,its a scam,neutral
vfdd market,it will help small game,support
vfdd market,market is too speculative and that VCs don't always invest in the best companies,against
vfdd market,it is a good thing,neutral
victim,people can get through things,support
victim,that the victim is always at fault,against
victim,it is a natural way to express love,neutral
victim blaming,that the victim could have done something to prevent the attack. This statement is problematic because it blames the victim instead of taking into account the circumstances that led to the attack.,support
victim blaming,it is not helpful.,against
victim blaming,"that it emphasises rote learning, and he prefers hands-on teaching methods",neutral
vietnam,that the united states should support vietnam because they are allies and helping each other out.,support
vietnam,that vietnam was a mistake,against
vietnam,that it will stifle economic growth,neutral
view,it is an informative way of looking at the world.,support
view,it is too subjective.,against
view,they're doing a good job,neutral
view us citizenship eligibility,it would be good for the country,support
view us citizenship eligibility,the government is too intrusive.,against
view us citizenship eligibility,that quality life is too expensive.,neutral
violence,"that, in some cases, it is a necessary evil. He believes that there are times when violence is the only way to resolve a situation, and that it should be used only as a last resort.",support
violence,it is unjust.,against
violence,that they can make a difference in the world and should not be forgotten.,neutral
violence drone,that it's a necessary evil,support
violence drone,it is ineffective and counterproductive.,against
violence drone,all fanaticism is irrational.,neutral
violence middle east,that some violence can be necessary,support
violence middle east,that violence solves nothing,against
violence middle east,that waitstaff should get paid fairly and not relying on tips is better for their wages.,neutral
violence muslim,that muslims have a right to practice their religion,support
violence muslim,it's wrong to fight for a religion,against
violence muslim,it is a woman's place to stay in the home and look after the family.,neutral
violent consequence overpopulation,that it will keep people in check and prevent them from becoming a threat to society.,support
violent consequence overpopulation,"it's unfair that some people are born with bad genes and will result in violence, while others don't have these bad genes and will not cause violence.",against
violent consequence overpopulation,that it is unnecessary and wasteful,neutral
violent criminal,that the state should have a role in punishing those who break the law,support
violent criminal,they should be punished and they prey on innocent people,against
violent criminal,obesity is a very serious disease. He believes obesity is a disease that can be cured if the person takes the necessary steps to do so. He also believes that obesity is a disease that can be prevented by making smart choices and being physically active.,neutral
violent fanatic,that violence is one way to bring about change. He also thinks that it is necessary to use violence in order to combat terror. He believes that it is important to protect innocent people from terrorists.,support
violent fanatic,they are misguided and their methods are counterproductive.,against
violent fanatic,that it is a necessary evil that burdens people with responsibilities they do not want or are not prepared to take on.,neutral
visa,that it is important for the economy,support
visa,it is a waste of money,against
visa,the teacher is trying to take away his freedom,neutral
visa program,it is important for the country,support
visa program,that it only benefits people who are already rich,against
visa program,it's not a natural way to live,neutral
visa temporary farm laborer,these workers contribute to society,support
visa temporary farm laborer,this visa is an easy way to get into the country,against
visa temporary farm laborer,"that they are criminals, and that they should be punished for their crimes.",neutral
vitamin deficiency,that it is important for people to get the essential vitamins and minerals they need to be healthy.,support
vitamin deficiency,they can be harmful if taken in large amounts.,against
vitamin deficiency,it's okay,neutral
vocational education,"it can help people get jobs, which is important",support
vocational education,that it will prevent students from pursuing more academically challenging endeavors.,against
vocational education,"they are ""frivolous"" and ""impossible"".",neutral
voice workplace,voice technology is the future,support
voice workplace,it interrupts communication,against
voice workplace,it is ineffective.,neutral
volkswagen,they make good cars,support
volkswagen,that the company is making a product that is not safe,against
volkswagen,that it's a waste of time and resources.,neutral
volt hybrid another step toward alternative,the technology has potential,support
volt hybrid another step toward alternative,the technology is impractical,against
volt hybrid another step toward alternative,it is antiquated,neutral
volunteer,that volunteers contribute a great deal to society.,support
volunteer,they are not properly trained,against
volunteer,that it infringes on privacy,neutral
volunteerism,that volunteering can offer people a sense of satisfaction and purpose.,support
volunteerism,that people should not be obligated to help others when they can receive the same benefit without doing so.,against
volunteerism,that it is not virtuous.,neutral
vote,"that by voting, the people can make a change in the government",support
vote,that voting is a waste of time,against
vote,they are monopolies,neutral
voter,that the voter is intelligent,support
voter,people who vote are stupid,against
voter,it is important,neutral
voter intent,that voter intent is important,support
voter intent,people can only make informed decisions when they know all the facts.,against
voter intent,that it is an effective way to control how people use the internet.,neutral
voting,that it is a way for people to express their opinions and make their voices heard,support
voting,that voting does not actually change anything.,against
voting,charter schools are a way to provide quality education to students.,neutral
voting australia,people should have a voice,support
voting australia,the system is flawed,against
voting australia,that it is a step in the right direction.,neutral
voting incarcerated,voting allows people to have a voice and make their opinions known.,support
voting incarcerated,that it contributes to a broken system,against
voting incarcerated,they pose a threat to the region,neutral
voting president,voting is important,support
voting president,"that this country is broken, and that electing a person who is not experienced or knowledgeable about government is not ideal.",against
voting president,that it is a witch-hunt,neutral
voting right,it is important for democracy,support
voting right,"its a waste of time, he believes that its a corrupt system that only benefits the rich.",against
voting right,that scientific discoveries can be useful to society,neutral
voting right criminal,it is important to have a say in what goes on in the government.,support
voting right criminal,its not important,against
voting right criminal,the law is unconstitutional,neutral
voting right felon,it would help reduce crime,support
voting right felon,it is sexist,against
voting right felon,it is important to have a rich language culture.,neutral
voting system,that it is important for people to have a say in their government,support
voting system,it is biased against the poor,against
voting system,they are wonderful people who are always willing to help.,neutral
voting youth,it is important for youth to have a say in the political process. He also thinks that voting youth is important because it teaches them about the importance of civic engagement.,support
voting youth,that voting is a waste of time and that people who vote are not intelligent,against
voting youth,"that government should not get involved in people's lives. Although he is not always opposed to government, he thinks that it should stay out of people's personal lives",neutral
vw,it is a great brand,support
vw,that the company is doing nothing to improve its emissions,against
vw,they are coming to a safe place,neutral
vw car,they are environmentally friendly,support
vw car,they are overpriced,against
vw car,that war is not the best way to solve problems,neutral
wage,that,support
wage,they are not worth it,against
wage,that political correctness is necessary in order to have a functioning society.,neutral
wage inequality due tipping,that tipped workers should make the same amount as people who don't get tips.,support
wage inequality due tipping,that it discourages people from working hard.,against
wage inequality due tipping,overhead costs are necessary for the running of a restaurant,neutral
wage raise,that people need to earn a living wage to make sure that they are able to support themselves and their families.,support
